,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,%night,%eve,avg duration,Midwest,Noncontinental,Northeast,Northwest,Southeast,Southwest
154,0,0,0,260.4,115,44.27,146.0,46,12.41,269.5,87,12.13,11.5,4,3.11,5,0,35,19,0.36691818316318986,0.0,0.0,0.0,0.0,1.0,0.0
155,0,0,0,178.7,116,30.38,292.1,138,24.83,265.9,101,11.97,9.8,4,2.65,0,0,28,39,0.4818786480249762,0.0,0.0,0.0,0.0,1.0,0.0
156,0,0,0,337.4,120,57.36,227.4,116,19.33,153.9,114,6.93,15.8,7,4.27,0,1,33,33,0.4869903993321275,1.0,0.0,0.0,0.0,0.0,0.0
157,0,1,23,157.6,129,26.79,247.0,96,21.0,259.2,112,11.66,13.7,2,3.7,0,0,33,28,0.5076830370593552,0.0,0.0,0.0,0.0,1.0,0.0
158,0,0,0,183.6,117,31.21,256.7,72,21.82,178.6,79,8.04,10.2,2,2.75,1,0,29,27,0.43302633704960414,1.0,0.0,0.0,0.0,0.0,0.0
159,0,1,24,142.1,124,24.16,183.4,129,15.59,164.8,114,7.42,9.6,4,2.59,1,0,31,35,0.7485213134815419,0.0,0.0,0.0,0.0,1.0,0.0
160,0,0,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,0,33,35,0.6860986547085202,0.0,0.0,0.0,0.0,1.0,0.0
161,0,0,0,217.1,110,36.91,241.5,111,20.53,253.5,103,11.41,12.0,6,3.24,0,0,32,34,0.45499227636567896,0.0,0.0,0.0,0.0,1.0,0.0
162,0,1,36,187.5,99,31.88,241.4,116,20.52,229.5,105,10.33,10.5,5,2.84,3,0,33,36,0.4860267314702309,1.0,0.0,0.0,0.0,0.0,0.0
163,0,0,0,98.9,103,16.81,135.4,122,11.51,236.6,82,10.65,12.2,1,3.29,1,0,27,40,0.6519430877043959,1.0,0.0,0.0,0.0,0.0,0.0
164,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,0,27,27,0.6339781651024708,0.0,0.0,0.0,0.0,1.0,0.0
165,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2,0,36,32,0.42007001166861146,0.0,0.0,1.0,0.0,0.0,0.0
166,0,1,31,189.8,126,32.27,163.3,133,13.88,264.8,126,11.92,7.5,3,2.03,1,0,33,35,0.6230781679883476,0.0,0.0,0.0,0.0,1.0,0.0
167,0,0,0,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0,28,40,0.45293701344656756,0.0,0.0,1.0,0.0,0.0,0.0
168,0,1,38,170.1,124,28.92,193.3,116,16.43,105.9,73,4.77,12.8,4,3.46,1,0,23,37,0.6669507777541019,0.0,0.0,0.0,0.0,0.0,1.0
169,0,0,0,230.9,87,39.25,187.4,90,15.93,154.0,53,6.93,6.3,2,1.7,0,0,23,39,0.40188712213873845,0.0,0.0,0.0,0.0,1.0,0.0
170,0,0,0,237.1,105,40.31,223.5,105,19.0,97.4,79,4.38,13.2,2,3.56,1,0,27,36,0.517921146953405,0.0,0.0,0.0,0.0,0.0,1.0
171,0,1,27,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0,31,36,0.5324298160696999,0.0,0.0,1.0,0.0,0.0,0.0
172,0,0,0,119.3,87,20.28,211.5,101,17.98,268.9,86,12.1,10.5,4,2.84,3,0,31,37,0.45689511422377854,0.0,0.0,0.0,0.0,0.0,1.0
173,0,0,0,116.8,87,19.86,178.9,93,15.21,182.4,150,8.21,14.1,2,3.81,1,0,45,28,0.6902321690023008,0.0,0.0,0.0,1.0,0.0,0.0
174,0,0,0,219.2,92,37.26,149.4,125,12.7,244.7,104,11.01,6.1,5,1.65,0,0,32,39,0.5233980107614544,0.0,0.0,0.0,0.0,1.0,0.0
175,0,0,0,252.6,104,42.94,169.0,125,14.37,170.9,106,7.69,11.1,7,3.0,2,0,32,37,0.5654008438818565,1.0,0.0,0.0,0.0,0.0,0.0
176,0,0,0,147.1,91,25.01,190.4,107,16.18,195.2,115,8.78,12.2,3,3.29,0,0,37,34,0.5875727426318753,1.0,0.0,0.0,0.0,0.0,0.0
177,0,0,0,202.1,103,34.36,229.4,86,19.5,195.2,113,8.78,11.5,3,3.11,2,0,37,28,0.4818892612095101,1.0,0.0,0.0,0.0,0.0,0.0
178,0,0,0,173.5,93,29.5,194.1,76,16.5,208.0,112,9.36,16.2,10,4.37,3,0,40,27,0.4881862404447533,0.0,0.0,0.0,0.0,1.0,0.0
179,0,0,0,232.1,122,39.46,292.3,112,24.85,201.2,112,9.05,0.0,0,0.0,3,0,32,32,0.47684674751929446,1.0,0.0,0.0,0.0,0.0,0.0
180,1,1,23,197.1,125,33.51,214.5,136,18.23,282.2,103,12.7,9.5,5,2.57,4,0,28,37,0.5246468722974921,0.0,0.0,1.0,0.0,0.0,0.0
181,0,0,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1,30,39,0.9080011986814505,0.0,1.0,0.0,0.0,0.0,0.0
182,0,1,36,115.6,111,19.65,237.7,94,20.2,169.9,103,7.65,9.9,12,2.67,2,0,33,31,0.58868501529052,0.0,0.0,1.0,0.0,0.0,0.0
183,0,0,0,186.1,98,31.64,254.3,57,21.62,214.0,127,9.63,14.6,7,3.94,2,0,45,20,0.43092909535452323,0.0,0.0,1.0,0.0,0.0,0.0
184,1,0,0,259.9,68,44.18,245.0,122,20.83,134.4,121,6.05,8.4,3,2.27,3,0,39,39,0.48646957609885816,0.0,0.0,0.0,0.0,1.0,0.0
185,0,0,0,214.3,145,36.43,268.5,135,22.82,241.2,92,10.85,10.8,13,2.92,1,0,25,36,0.5138121546961326,0.0,0.0,0.0,0.0,0.0,1.0
186,0,0,0,158.7,74,26.98,64.3,139,5.47,198.5,103,8.93,10.2,4,2.75,1,0,33,44,0.7497034400948992,0.0,0.0,1.0,0.0,0.0,0.0
187,0,0,0,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0,40,36,0.5187618882932734,0.0,0.0,0.0,0.0,0.0,1.0
188,0,0,0,160.6,111,27.3,163.2,126,13.87,187.1,112,8.42,9.0,3,2.43,1,0,32,36,0.6831082403601488,0.0,0.0,0.0,1.0,0.0,0.0
189,0,0,0,232.4,109,39.51,187.4,95,15.93,231.2,107,10.4,9.1,3,2.46,1,0,34,31,0.47772657450076805,0.0,0.0,0.0,1.0,0.0,0.0
190,0,0,0,133.8,85,22.75,180.5,94,15.34,112.2,115,5.05,8.9,4,2.4,0,0,39,32,0.6893317702227433,0.0,0.0,0.0,0.0,0.0,1.0
191,0,0,0,176.9,109,30.07,90.7,104,7.71,238.0,69,10.71,9.5,2,2.57,1,0,24,37,0.557753164556962,0.0,0.0,0.0,0.0,1.0,0.0
192,0,0,0,209.9,74,35.68,195.1,77,16.58,208.2,119,9.37,8.8,4,2.38,2,0,44,29,0.44031311154598823,0.0,0.0,0.0,0.0,1.0,0.0
193,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0,0,39,26,0.6867739963317709,0.0,0.0,0.0,1.0,0.0,0.0
194,0,1,23,289.5,52,49.22,166.6,111,14.16,119.1,88,5.36,9.5,4,2.57,1,0,35,44,0.43636995827538244,0.0,0.0,0.0,0.0,1.0,0.0
195,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0,35,33,0.4751619870410367,0.0,0.0,1.0,0.0,0.0,0.0
196,0,0,0,149.7,119,25.45,182.2,115,15.49,261.5,126,11.77,9.7,8,2.62,0,0,35,32,0.6066734074823054,0.0,0.0,0.0,0.0,1.0,0.0
197,0,0,0,326.5,67,55.51,176.3,113,14.99,181.7,102,8.18,10.7,6,2.89,2,1,36,40,0.41197954711468227,0.0,0.0,0.0,0.0,1.0,0.0
198,1,1,26,292.9,101,49.79,199.7,97,16.97,255.3,127,11.49,13.8,7,3.73,4,1,39,30,0.43455007353924324,0.0,0.0,1.0,0.0,0.0,0.0
199,0,0,0,83.0,64,14.11,177.0,106,15.05,245.7,89,11.06,13.0,3,3.51,0,0,34,41,0.5121613604904094,0.0,0.0,1.0,0.0,0.0,0.0
200,0,1,24,145.7,146,24.77,220.5,136,18.74,249.9,96,11.25,13.1,5,3.54,3,0,25,36,0.6135367635124168,1.0,0.0,0.0,0.0,0.0,0.0
201,0,0,0,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0,40,29,0.4301786896095301,0.0,0.0,1.0,0.0,0.0,0.0
202,0,0,0,218.0,86,37.06,184.0,94,15.64,240.5,110,10.82,6.4,8,1.73,3,0,38,32,0.45136186770428016,0.0,0.0,1.0,0.0,0.0,0.0
203,0,0,0,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0,34,21,0.45318910854158895,1.0,0.0,0.0,0.0,0.0,0.0
204,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1,0,33,29,0.45701134308729247,0.0,0.0,0.0,1.0,0.0,0.0
205,0,1,36,106.7,76,18.14,209.8,77,17.83,190.4,117,8.57,12.1,2,3.27,1,0,43,29,0.5326494377589268,1.0,0.0,0.0,0.0,0.0,0.0
206,0,0,0,243.8,98,41.45,83.9,72,7.13,179.8,84,8.09,13.7,8,3.7,2,0,33,28,0.5004926108374383,1.0,0.0,0.0,0.0,0.0,0.0
207,0,0,0,194.4,94,33.05,186.7,95,15.87,223.3,90,10.05,10.8,5,2.92,3,0,32,34,0.46161482461945724,0.0,0.0,0.0,1.0,0.0,0.0
208,0,0,0,213.9,95,36.36,151.9,70,12.91,260.1,124,11.7,12.2,5,3.29,3,0,43,24,0.4617351014539063,0.0,0.0,1.0,0.0,0.0,0.0
209,0,0,0,217.2,112,36.92,246.7,89,20.97,226.1,89,10.17,15.8,7,4.27,3,0,31,31,0.42028985507246375,0.0,0.0,1.0,0.0,0.0,0.0
210,0,0,0,241.1,72,40.99,155.6,98,13.23,188.2,109,8.47,11.6,10,3.13,1,0,39,35,0.47700461617370493,0.0,0.0,0.0,0.0,1.0,0.0
211,1,0,0,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0,32,35,0.46017973349860547,0.0,0.0,0.0,0.0,0.0,1.0
212,0,1,24,155.2,131,26.38,244.5,106,20.78,122.4,68,5.51,10.7,3,2.89,1,0,22,35,0.5841792760007661,0.0,0.0,1.0,0.0,0.0,0.0
213,0,1,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0,32,31,0.7165876777251184,0.0,0.0,0.0,0.0,0.0,1.0
214,1,0,0,226.7,98,38.54,228.1,115,19.39,73.2,93,3.29,17.6,4,4.75,2,1,30,38,0.5795454545454546,0.0,0.0,0.0,0.0,1.0,0.0
215,0,0,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,0,41,30,0.5522208883553422,0.0,0.0,0.0,0.0,1.0,0.0
216,0,0,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,0,42,27,0.5584950029394474,0.0,0.0,0.0,0.0,1.0,0.0
217,0,0,0,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0,36,32,0.3778375149342892,0.0,0.0,0.0,0.0,1.0,0.0
218,0,0,0,250.2,121,42.53,267.1,118,22.7,151.0,114,6.8,13.0,2,3.51,1,1,32,33,0.5282058955558881,0.0,0.0,1.0,0.0,0.0,0.0
219,0,0,0,223.0,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,0,33,30,0.624760444614795,0.0,0.0,0.0,0.0,1.0,0.0
220,0,0,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,0,32,31,0.5707512764405543,0.0,0.0,0.0,1.0,0.0,0.0
221,0,1,22,166.0,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,0,24,36,0.48684660061496415,0.0,0.0,0.0,0.0,1.0,0.0
222,0,0,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0,33,31,0.4958677685950413,0.0,0.0,0.0,0.0,1.0,0.0
223,0,0,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,0,31,36,0.59915164369035,0.0,0.0,1.0,0.0,0.0,0.0
224,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2,0,40,27,0.6090289608177172,0.0,0.0,0.0,0.0,1.0,0.0
225,0,0,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,0,38,29,0.4699140401146132,1.0,0.0,0.0,0.0,0.0,0.0
226,0,0,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0,45,26,0.4442133412568712,1.0,0.0,0.0,0.0,0.0,0.0
227,0,1,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,0,46,28,0.6632765863365024,1.0,0.0,0.0,0.0,0.0,0.0
228,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0,31,28,0.5175658720200753,0.0,0.0,0.0,0.0,1.0,0.0
229,0,1,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,0,38,32,0.4219283910265934,0.0,0.0,0.0,0.0,1.0,0.0
230,1,0,0,312.0,109,53.04,129.4,100,11.0,217.6,74,9.79,10.5,2,2.84,0,1,26,35,0.4294385432473445,0.0,0.0,1.0,0.0,0.0,0.0
231,1,1,36,199.0,110,33.83,291.3,111,24.76,197.6,92,8.89,11.0,6,2.97,1,0,29,35,0.4550079953481611,1.0,0.0,0.0,0.0,0.0,0.0
232,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3,0,35,37,0.5723793677204659,0.0,0.0,0.0,0.0,1.0,0.0
233,0,0,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,0,38,29,0.5465587044534412,0.0,0.0,0.0,0.0,0.0,1.0
234,1,0,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0,32,29,0.559851531085679,0.0,0.0,0.0,1.0,0.0,0.0
235,0,0,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,1,38,30,0.610050064898943,1.0,0.0,0.0,0.0,0.0,0.0
236,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,0,30,39,0.5914075139313321,1.0,0.0,0.0,0.0,0.0,0.0
237,0,0,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,0,32,31,0.6759358288770053,1.0,0.0,0.0,0.0,0.0,0.0
238,0,0,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,0,32,26,0.8095569473440036,0.0,0.0,0.0,1.0,0.0,0.0
239,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,0,30,40,0.5773072313224131,0.0,0.0,0.0,0.0,1.0,0.0
240,0,0,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,0,27,43,0.5815799920603414,0.0,0.0,1.0,0.0,0.0,0.0
241,1,0,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,1,29,37,0.5646963233800528,0.0,0.0,0.0,0.0,0.0,1.0
242,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,0,31,46,0.46514896008993817,1.0,0.0,0.0,0.0,0.0,0.0
243,0,0,0,225.0,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,0,43,25,0.4260315330426031,0.0,0.0,1.0,0.0,0.0,0.0
244,0,0,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,1,32,26,0.28494885533365805,0.0,0.0,0.0,0.0,1.0,0.0
245,0,0,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,0,32,31,0.6178250887079941,0.0,0.0,0.0,0.0,1.0,0.0
246,0,1,37,60.0,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3.0,0,0,37,28,0.6792452830188679,0.0,0.0,1.0,0.0,0.0,0.0
247,0,0,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,0,30,27,0.3364716777280445,1.0,0.0,0.0,0.0,0.0,0.0
248,0,0,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0,35,35,0.44437390890334866,0.0,0.0,0.0,0.0,0.0,1.0
249,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,0,31,38,0.5496668685645064,0.0,0.0,0.0,0.0,0.0,1.0
250,0,1,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,1,31,31,0.46528403967538323,0.0,0.0,0.0,1.0,0.0,0.0
251,0,0,0,207.9,91,35.34,172.0,109,14.62,191.8,143,8.63,14.4,7,3.89,4,0,42,32,0.5999650166171068,0.0,0.0,1.0,0.0,0.0,0.0
252,0,0,0,207.0,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,0,38,30,0.45892536338396217,0.0,0.0,0.0,0.0,1.0,0.0
253,0,1,41,119.0,101,20.23,230.0,134,19.55,236.9,58,10.66,9.5,3,2.57,0,0,20,46,0.5000853387950163,1.0,0.0,0.0,0.0,0.0,0.0
254,1,0,0,143.7,117,24.43,273.0,82,23.21,178.3,81,8.02,10.9,3,2.94,0,0,29,29,0.47058823529411764,0.0,0.0,0.0,0.0,1.0,0.0
255,0,1,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0,28,30,0.549054905490549,0.0,0.0,0.0,0.0,1.0,0.0
256,0,0,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,0,28,35,0.6101382488479262,0.0,0.0,1.0,0.0,0.0,0.0
257,0,0,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,0,32,29,0.5662878787878788,0.0,0.0,0.0,0.0,1.0,0.0
258,1,0,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,1,25,40,0.6818670681867068,1.0,0.0,0.0,0.0,0.0,0.0
259,0,0,0,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0,28,44,0.5036613681014467,0.0,0.0,0.0,0.0,0.0,1.0
260,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0,20,39,0.4459861248761149,1.0,0.0,0.0,0.0,0.0,0.0
261,0,0,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,0,23,43,0.5204386839481555,1.0,0.0,0.0,0.0,0.0,0.0
262,0,0,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0,31,35,0.5687291589477584,0.0,0.0,0.0,0.0,0.0,1.0
263,0,0,0,168.3,110,28.61,221.2,73,18.8,241.0,136,10.85,12.5,1,3.38,1,0,43,23,0.5059476605868358,0.0,0.0,0.0,0.0,1.0,0.0
264,0,0,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,0,34,45,0.41922120961060483,0.0,0.0,0.0,0.0,1.0,0.0
265,0,1,30,206.2,79,35.05,260.0,91,22.1,291.6,83,13.12,11.4,6,3.08,1,0,33,36,0.3338611770915809,0.0,0.0,1.0,0.0,0.0,0.0
266,0,1,28,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0,32,38,0.4775798525798525,0.0,0.0,1.0,0.0,0.0,0.0
267,0,0,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,0,37,29,0.4627204470054129,0.0,0.0,1.0,0.0,0.0,0.0
268,0,1,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,0,30,34,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.0
269,1,0,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,0,31,30,0.6113033448673586,0.0,0.0,1.0,0.0,0.0,0.0
270,0,0,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,0,31,36,0.4725565013208101,0.0,0.0,1.0,0.0,0.0,0.0
271,0,0,0,134.7,121,22.9,180.0,83,15.3,200.9,104,9.04,7.7,3,2.08,1,0,34,27,0.5973622963537626,0.0,0.0,0.0,0.0,1.0,0.0
272,0,1,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8.0,13,2.16,3,0,38,35,0.434583714547118,0.0,0.0,0.0,0.0,1.0,0.0
273,0,0,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13.0,3,3.51,3,0,34,32,0.47747461928934004,0.0,0.0,0.0,1.0,0.0,0.0
274,0,1,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10.0,3,2.7,1,0,40,28,0.4836780037600411,0.0,0.0,1.0,0.0,0.0,0.0
275,0,0,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,0,33,34,0.5315268368942156,0.0,0.0,0.0,1.0,0.0,0.0
276,1,0,0,218.9,88,37.21,208.0,85,17.68,203.3,99,9.15,11.1,4,3.0,0,0,36,31,0.43160901301174226,0.0,1.0,0.0,0.0,0.0,0.0
277,0,1,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,1,39,25,0.5100492984452027,1.0,0.0,0.0,0.0,0.0,0.0
278,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,0,24,42,0.3700951248513674,0.0,0.0,0.0,0.0,1.0,0.0
279,1,0,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,0,34,27,0.5246053853296193,0.0,0.0,1.0,0.0,0.0,0.0
280,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2,0,37,33,0.6061739943872778,0.0,0.0,0.0,1.0,0.0,0.0
281,0,0,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,0,26,40,0.4513773647527381,1.0,0.0,0.0,0.0,0.0,0.0
282,0,1,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,0,29,30,0.5410122164048865,0.0,1.0,0.0,0.0,0.0,0.0
283,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0,38,36,0.37185125949620157,1.0,0.0,0.0,0.0,0.0,0.0
284,0,0,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,0,21,40,0.413135593220339,0.0,0.0,1.0,0.0,0.0,0.0
285,0,1,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,0,34,36,0.5214670606640014,1.0,0.0,0.0,0.0,0.0,0.0
286,0,0,0,206.4,122,35.09,128.0,102,10.88,194.5,84,8.75,8.8,5,2.38,2,0,27,33,0.5823407071280016,1.0,0.0,0.0,0.0,0.0,0.0
287,0,0,0,205.9,88,35.0,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,0,33,33,0.36590554531272157,1.0,0.0,0.0,0.0,0.0,0.0
288,0,0,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0,39,25,0.4183467741935484,0.0,0.0,0.0,0.0,1.0,0.0
289,0,0,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1,30,38,0.33983350439046645,0.0,0.0,0.0,0.0,1.0,0.0
290,0,1,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8.0,2,2.16,0,0,30,32,0.41905778726811693,0.0,0.0,1.0,0.0,0.0,0.0
291,0,0,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,0,39,25,0.8877579869946283,1.0,0.0,0.0,0.0,0.0,0.0
292,0,0,0,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0,33,34,0.6411741985322519,1.0,0.0,0.0,0.0,0.0,0.0
293,0,1,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,1,29,39,0.579681666339163,0.0,0.0,1.0,0.0,0.0,0.0
294,0,1,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,0,26,42,0.47560113154172556,1.0,0.0,0.0,0.0,0.0,0.0
295,0,0,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,0,29,40,0.6257280745548344,1.0,0.0,0.0,0.0,0.0,0.0
296,0,0,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,0,36,29,0.49390500210172344,0.0,0.0,1.0,0.0,0.0,0.0
297,0,0,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,0,36,21,0.4705478275802851,0.0,0.0,0.0,0.0,1.0,0.0
298,0,0,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0,27,35,0.5254950881022923,0.0,0.0,1.0,0.0,0.0,0.0
299,0,0,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0,38,29,0.4483634733223734,1.0,0.0,0.0,0.0,0.0,0.0
300,0,0,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,0,41,30,0.5696335078534032,0.0,0.0,1.0,0.0,0.0,0.0
301,0,0,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,1,30,43,0.5320877335499593,0.0,0.0,0.0,0.0,1.0,0.0
302,0,0,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0,1,33,26,0.32155520234747526,0.0,0.0,1.0,0.0,0.0,0.0
303,0,0,0,158.0,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,0,29,37,0.44679005205320993,1.0,0.0,0.0,0.0,0.0,0.0
304,0,0,0,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0,32,27,0.5074146864391638,0.0,0.0,0.0,0.0,0.0,1.0
305,0,0,0,234.0,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,0,24,39,0.4462381967712458,1.0,0.0,0.0,0.0,0.0,0.0
306,0,0,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,1,31,35,0.44273594909862135,0.0,0.0,1.0,0.0,0.0,0.0
307,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,1,36,30,0.4572934428770733,1.0,0.0,0.0,0.0,0.0,0.0
308,0,0,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,0,37,28,0.5104735081851787,0.0,0.0,1.0,0.0,0.0,0.0
